,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,state
885,/property/mont-kiara/verve-suites/sale-6410626/,"Verve Suites, Mont Kiara",Serviced Residence  , 620000,"Jalan Kiara 5, Mont Kiara, 60000, Kuala Lumpur", 633 sq. ft., 633 sq. ft.,1,1," 2,794 ",Serviced Residence,Freehold,-, Kuala Lumpur
886,/property/johor-bahru/sale-8150090/,"TAMAN PULAI JAYA, Johor Bahru",2-sty Terrace/Link House | EndLot  , 350000,"TAMAN PULAI JAYA, Johor", 1080 sq. ft., 1080 sq. ft.,3,2," 1,577 ",2-sty Terrace/Link House,Freehold,-, Johor
887,/property/skudai/sale-8433680/,"Taman Sutera Utama, Skudai",Semi-detached House | Intermediate, 1950000,"Taman Sutera Utama, Johor", -, -,5,6," 8,788 ",Semi-detached House,-,-, Johor
888,/property/mont-kiara/seni-mont-kiara/sale-8433652/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2600000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur", 3541 sq. ft., 3541 sq. ft.,4+1,5," 11,718 ",Condominium,Freehold,-, Kuala Lumpur
889,/property/mont-kiara/seni-mont-kiara/sale-7449339/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2100000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur", 2906 sq. ft., 2906 sq. ft.,4+1,5," 9,464 ",Condominium,Freehold,-, Kuala Lumpur
890,/property/klcc/imperial-lexis/sale-6617807/,"Imperial Lexis, KLCC",Serviced Residence | Intermediate  , 1800000,"Jalan Kia Peng, KLCC, 50490, Kuala Lumpur", 740 sq. ft., 740 sq. ft.,1,1," 8,112 ",Serviced Residence,Freehold,-, Kuala Lumpur
891,/new-property/property/bandar-saujana-putra/bsp-21/new-4943/,BSP 21,Serviced Residence  ,0,"Bandar Saujana Putra, Selangor", From 610 - 1711 sq. ft., From 610 - 1711 sq. ft.,3 - 4,2," 2,192 ",Commercial,N/A,From RM 515, Selangor
892,/property/iskandar-puteri-nusajaya/sale-8433592/,"Bukit Indah 22 - Renovated - Full Loan, Iskandar Puteri (Nusajaya)",1-sty Terrace/Link House | Intermediate  , 470000,"Jalan Indah 22, Bukit Indah 22 - Renovated - Full Loan, 79100, Johor", 1430 sq. ft., 1430 sq. ft.,3,2," 2,118 ",1-sty Terrace/Link House,Freehold,-, Johor
893,/property/tropicana/sale-7623237/,"Tropicana Golf Country Resort, TR, Tropicana",Bungalow  , 4800000,"Tropicana Golf Country Resort, TR, Selangor", 9000 sq. ft., 9000 sq. ft.,6+1,7," 21,633 ",Bungalow,Leasehold,-, Selangor
894,/new-property/property/puchong/corallia-3/new-4972/,Corallia 3,Semi-detached House  ,0,"D' Island Residence, Puchong, Selangor", From 3968 sq. ft., From 3968 sq. ft.,5 - 6,6+," 7,981 ",Residential,N/A,From RM 446, Selangor
895,/property/tropicana/sale-8218329/,"Tropicana Golf Country Resort, TR, Tropicana",Bungalow  , 5200000,"Tropicana Golf Country Resort, TR, Selangor", 6000 sq. ft., 6000 sq. ft.,6+1,6," 23,436 ",Bungalow,Leasehold,-, Selangor
896,/property/skudai/sale-8433478/,"Taman Pulai Mutiara Scientex, Skudai",1-sty Terrace/Link House | Intermediate, 465000,"Taman Pulai Mutiara Scientex, Johor", -, -,4,3," 2,096 ",1-sty Terrace/Link House,-,-, Johor
897,/property/seremban/sale-8293585/,"Bandar Springhill, Sendayan, Seremban",2.5-sty Terrace/Link House | Intermediate  , 357000,"Bandar Springhill, Sendayan, Negeri Sembilan", 3187 sq. ft., 3187 sq. ft.,6,5," 1,609 ",2.5-sty Terrace/Link House,Freehold,-, Negeri Sembilan
898,/new-property/property/puchong/d-island-bungalow-lot/new-5765/,D' Island Bungalow Lot,Residential Land,0,"D' Island Residence, Puchong, Selangor", -, -,0,0," 11,008 ",Residential,N/A,From RM 310, Selangor
899,/property/cheras/eko-cheras/sale-8394424/,"EkoCheras, Cheras",Serviced Residence | Corner  , 899888,"Jalan Cheras, Cheras, 55300, Kuala Lumpur", 1168 sq. ft., 1168 sq. ft.,2,2," 4,056 ",Serviced Residence,Freehold,-, Kuala Lumpur
900,/property/seremban/sale-8388993/,"Seremban South, Sendayan, Seremban",1-sty Terrace/Link House | Intermediate  , 236000,"Seremban South, Sendayan, Negeri Sembilan", 1136 sq. ft., 1136 sq. ft.,4,2," 1,064 ",1-sty Terrace/Link House,-,-, Negeri Sembilan
901,/property/seremban/sale-8086774/,"Senawang, Seremban",2-sty Terrace/Link House  , 469000,"Senawang, Negeri Sembilan", 2203 sq. ft., 2203 sq. ft.,4,3," 2,114 ",2-sty Terrace/Link House,Freehold,-, Negeri Sembilan
902,/new-property/property/puchong/desiran-bayu/new-4783/,Desiran Bayu,Semi-detached House  ,0,"Desiran Bayu, Puchong, Selangor", From 2194 sq. ft., From 2194 sq. ft.,4,4," 4,101 ",Residential,N/A,Contact for price, Selangor
903,/property/seremban/sale-7901405/,"Forest In The City, Seremban",Bungalow  , 540000,"Forest In The City, Negeri Sembilan", 1726 sq. ft., 1726 sq. ft.,4,2," 2,434 ",Bungalow,-,-, Negeri Sembilan
904,/property/seremban/sale-7851777/,"S2, Seremban Jaya, Seremban",Bungalow | Corner  , 540000,"S2, Seremban Jaya, Negeri Sembilan", 1726 sq. ft., 1726 sq. ft.,4,5," 2,434 ",Bungalow,-,-, Negeri Sembilan
905,/property/seremban/sale-7355831/,"READY MOVE IN, S2, Seremban",Bungalow | Intermediate  , 748000,"READY MOVE IN, S2, Negeri Sembilan", 3158 sq. ft., 3158 sq. ft.,6,4," 3,371 ",Bungalow,Freehold,-, Negeri Sembilan
906,/property/seremban/sale-7345880/,"S2, Seremban South, Seremban",2.5-sty Terrace/Link House  , 357000,"S2, Seremban South, Negeri Sembilan", 3187 sq. ft., 3187 sq. ft.,5+1,2," 1,609 ",2.5-sty Terrace/Link House,Freehold,-, Negeri Sembilan
907,/property/seremban/sale-8433369/,Seremban,2-sty Terrace/Link House | Intermediate  , 351000,Negeri Sembilan, -, -,4,3," 1,582 ",2-sty Terrace/Link House,Freehold,-, Negeri Sembilan
908,/property/setia-tropika/sale-7125966/,"Setia Tropika,, Setia Tropika",2-sty Terrace/Link House | Intermediate  , 580000,"Jalan Setia Tropika 5/x, Setia Tropika,, 81100, Johor", 1678 sq. ft., 1678 sq. ft.,4,3," 2,614 ",2-sty Terrace/Link House,Freehold,-, Johor
909,/property/johor-bahru/sale-8316007/,"40  x 80 ,Austin Heights, Johor bahru, Johor Bahru",Semi-detached House | Intermediate  , 1050000,"81100, 40  x 80 ,Austin Heights, Johor bahru, 81100, Johor", 3393 sq. ft., 3393 sq. ft.,4+1,5," 4,732 ",Semi-detached House,Freehold,-, Johor
910,/property/taman-tun-dr-ismail/sale-7645674/,"burhanuddin helmi, TTDI, KL, Taman Tun Dr Ismail",2-sty Terrace/Link House | EndLot  , 1800000,"burhanuddin helmi, TTDI, KL, 60000, Kuala Lumpur", 2800 sq. ft., 2800 sq. ft.,4,3," 8,112 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
911,/property/taman-melawati/sale-8298096/,"Sunway Rydgeway, Taman Melawati",Semi-detached House | Corner  , 2000000,"Ulu Klang, Ampang, Sunway Rydgeway, Kuala Lumpur", 3434 sq. ft., 3434 sq. ft.,5,5," 9,014 ",Semi-detached House,Freehold,-, Kuala Lumpur
912,/property/bandar-utama/sale-8218077/,"BU, BU off Park, Petaling Jaya, PJ, Bandar Utama",2-sty Terrace/Link House | EndLot  , 1450000,"Jalan BU 3/6, Bandar Utama, 47800 Petaling Jaya, BU, BU off Park, Petaling Jaya, PJ, 47800, Selangor", 2600 sq. ft., 2600 sq. ft.,4,3," 6,535 ",2-sty Terrace/Link House,Freehold,-, Selangor
913,/property/bandar-utama/sale-8002295/,"BU, Bandar Utama, pj, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1360000,"Jalan BU 12 Petaling Jaya, BU, Bandar Utama, pj, 47800, Selangor", 2400 sq. ft., 2400 sq. ft.,4,3," 6,129 ",2-sty Terrace/Link House,Freehold,-, Selangor
914,/property/taman-melawati/sale-7002820/,"Riverview Kemensah Taman Melawati, Taman Melawati",Semi-detached House | EndLot  , 2000000,"Ulu Klang, Ampang, Riverview Kemensah Taman Melawati, Selangor", 4500 sq. ft., 4500 sq. ft.,6,7," 9,014 ",Semi-detached House,Freehold,Owner Occupied, Selangor
915,/new-property/property/batu-pahat/emerald-garden-2/new-5761/,Emerald Garden 2,1-sty Terrace/Link House  ,0,"Bandar Putera Indah, Batu Pahat, Johor", From 1498 - 1602 sq. ft., From 1498 - 1602 sq. ft.,4,2," 1,413 ",Residential,N/A,Contact for price, Johor
916,/property/bandar-utama/sale-6767238/,"BU11, BU, Petaling jaya, PJ, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1250000,"Jalan BU 11, Bandar Utama, 47800 Petaling Jaya, BU11, BU, Petaling jaya, PJ, 47800, Selangor", 2500 sq. ft., 2500 sq. ft.,4,3," 5,634 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
917,/property/segambut/united-point/sale-8310984/,"United Point, Segambut",Serviced Residence | Intermediate  , 520000,"Jalan Lang Emas, Tmn Sri Sinar, Segambut, Segambut, 52100, Kuala Lumpur", 829 sq. ft., 829 sq. ft.,3,2," 2,344 ",Serviced Residence,Freehold,-, Kuala Lumpur
918,/new-property/property/dengkil/kita-cybersouth-terrace/new-5758/,Kita @ Cybersouth (Terrace),2-sty Terrace/Link House  ,0,"Dengkil, Selangor", From 1447 sq. ft., From 1447 sq. ft.,4,3," 2,479 ",Residential,N/A,Contact for price, Selangor
919,/property/horizon-hills/sale-7752446/,"Horizon Hills, Canal Garden, Horizon Hills",Cluster House | Intermediate  , 999000,"Jalan MAYA, Horizon Hills, Horizon Hills, Canal Garden, 79100, Johor", 2560 sq. ft., 2560 sq. ft.,4+1,4," 4,502 ",Cluster House,Freehold,-, Johor
920,/property/putrajaya/sale-5948413/,"Precint 14C Presint 14C Putrajaya, Putrajaya",Semi-detached House | Intermediate  , 1500000,"Precinct 14, Precint 14C Presint 14C Putrajaya, Putrajaya", 3200 sq. ft., 3200 sq. ft.,5,5," 6,760 ",Semi-detached House,Freehold,-, Putrajaya
921,/property/putrajaya/sale-6849743/,"Putrajaya Presint 10, Precint 10, Putrajaya",Bungalow | Intermediate  , 2600000,"Precinct 10 Putrajaya, Putrajaya Presint 10, Precint 10, Putrajaya", 4436 sq. ft., 4436 sq. ft.,6,5," 11,718 ",Bungalow,Freehold,-, Putrajaya
922,/new-property/property/dengkil/kita-cybersouth-townhouse/new-5759/,Kita @ Cybersouth (Townhouse),Townhouse  ,0,"Dengkil, Selangor", From 1346 - 1483 sq. ft., From 1346 - 1483 sq. ft.,3,2," 1,847 ",Residential,N/A,Contact for price, Selangor
923,/property/petaling-jaya/li-villas/sale-6362246/,"Li Villas, Petaling Jaya",Condominium | Corner  , 1200000,"Jalan 17/20, Petaling Jaya, 46350, Selangor", 1765 sq. ft., 1765 sq. ft.,3+1,3," 5,408 ",Condominium,Freehold,-, Selangor
924,/property/bandar-botanic/sale-7513006/,"Klang, Bandar Botanic",2-sty Terrace/Link House | Corner  , 1160000,"Klang, 41200, Selangor", 2600 sq. ft., 2600 sq. ft.,4,3," 5,228 ",2-sty Terrace/Link House,Freehold,-, Selangor
925,/property/klcc/dua-residency/sale-1806959/,"Dua Residency, KLCC",Condominium | Intermediate  , 1650000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur", 2315 sq. ft., 2315 sq. ft.,4+1,0," 7,436 ",Condominium,Freehold,-, Kuala Lumpur
926,/new-property/property/puchong/lbs-sky-lake-residence/new-5491/,LBS SkyLake Residence,Serviced Residence  ,0,"Puchong, Selangor", From 545 - 1063 sq. ft., From 545 - 1063 sq. ft.,1 - 3,1 - 2," 1,127 ",Commercial,N/A,Contact for price, Selangor
927,/property/segambut/residence-harmoni-2/sale-7928466/,"Residence Harmoni 2, Taman Bukit Prima Pelangi, Segambut",Condominium  , 597000,"Persiaran Prima Pelangi, Taman Bukit Prima Pelangi, 51200, Kuala Lumpur", 1157 sq. ft., 1157 sq. ft.,3,2," 2,691 ",Condominium,Freehold,-, Kuala Lumpur
928,/property/sungai-besi/sale-7248383/,"Grove, Lakefields, Sungai Besi",Semi-detached House | Intermediate  , 3400000,"Grove, Lakefields, 62000, Kuala Lumpur", 6000 sq. ft., 6000 sq. ft.,5,5," 15,323 ",Semi-detached House,Leasehold,-, Kuala Lumpur
929,/property/klcc/tropicana-the-residences/sale-6988301/,"Tropicana The Residences, KLCC",Serviced Residence | Corner  , 1580000,"Jalan Ampang, KLCC, 50450, Kuala Lumpur", 720 sq. ft., 720 sq. ft.,1,2," 7,121 ",Serviced Residence,Freehold,-, Kuala Lumpur
930,/property/puchong/sale-7555814/,"BANDAR KINRARA BK4, Puchong",2-sty Terrace/Link House  , 750000,"BK 4,BANDAR KINRARA 4, BANDAR KINRARA BK4, Selangor", -, -,4,3," 3,380 ",2-sty Terrace/Link House,Freehold,-, Selangor
931,/property/bandar-kinrara/sale-2000011/,"BK8A Qaseh, Puchong, Bandar Kinrara",2-sty Terrace/Link House | EndLot  , 1660000,"BK8A Qaseh, Puchong, Selangor", 2820 sq. ft., 2820 sq. ft.,4+1,5," 7,481 ",2-sty Terrace/Link House,Freehold,-, Selangor
932,/property/selayang/sale-8247096/,"TAMAN AMANSIARA, Selayang",Townhouse | Intermediate  , 380000,"JALAN AMAN, TAMAN AMANSIARA, 68000, Selangor", 1200 sq. ft., 1200 sq. ft.,3,2," 1,713 ",Townhouse,Leasehold,-, Selangor
933,/property/sentul/villa-angsana/sale-8231211/,"Villa Angsana, Taman Rainbow, Sentul",Condominium | Corner  , 448000,"Jalan Krian, Taman Rainbow, 51100, Kuala Lumpur", -, -,3,2," 2,019 ",Condominium,Freehold,-, Kuala Lumpur
934,/property/gelugor/the-oasis/sale-8279917/,"The Oasis, Gelugor",Condominium  , 810000,"Off Jalan Yeap Choy Ee, 11700, Penang", 1111 sq. ft., 1111 sq. ft.,3,2," 3,651 ",Condominium,-,-, Penang
935,/property/bukit-jalil/the-z-residence/sale-7462698/,"The Z Residence, Bukit Jalil",Condominium | Intermediate  , 558000,"Jalan Jalil Perwira 2, Bukit Jalil, 58200, Kuala Lumpur", 1032 sq. ft., 1032 sq. ft.,2,2," 2,515 ",Condominium,Freehold,-, Kuala Lumpur
936,/property/tropicana/sale-7616479/,"Tropicana Golf and Country Resort, Tropicana",Bungalow | Intermediate  , 4800000,"Tropicana Golf and Country Resort, Selangor", 9000 sq. ft., 9000 sq. ft.,6+1,7," 21,633 ",Bungalow,Leasehold,-, Selangor
937,/property/seri-kembangan/sale-8315656/,"Bungalow Land at Mines Resort, Seri Kembangan",Residential Land | Corner  , 2500000,"Bungalow Land at Mines Resort, 43300, Selangor", -, -,0,0," 11,267 ",Residential Land,-,-, Selangor
938,/property/seremban/sale-7732894/,"Mambau, Seremban",1-sty Terrace/Link House  , 293000,"Mambau , Mambau, 70300, Negeri Sembilan", 1084 sq. ft., 1084 sq. ft.,0,0," 1,321 ",1-sty Terrace/Link House,-,-, Negeri Sembilan
939,/new-property/property/batu-pahat/magma-garden-2/new-5764/,Magma Garden 2,1-sty Terrace/Link House  ,0,"Bandar Putera Indah, Batu Pahat, Johor", From 1022 - 1187 sq. ft., From 1022 - 1187 sq. ft.,3,2, 676 ,Residential,N/A,Contact for price, Johor
940,/property/bangsar/serai/sale-7207526/,"Serai, Bukit Bandaraya, Bangsar",Condominium | Corner  , 7400000,"Jalan Medang Serai, Bukit Bandaraya, 59100, Kuala Lumpur", 4771 sq. ft., 4771 sq. ft.,4+1,6," 33,351 ",Condominium,Freehold,-, Kuala Lumpur
941,/property/mont-kiara/pavilion-hilltop/sale-8046886/,"Pavilion Hilltop, Mont Kiara",Condominium | Corner  , 1138000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur", 1200 sq. ft., 1200 sq. ft.,3,3," 5,129 ",Condominium,Freehold,-, Kuala Lumpur
942,/new-property/property/genting-highlands/midhills/new-4956/,Midhills,Serviced Residence  ,0,"Genting Permai, Genting Highlands, Pahang", From 550 - 2543 sq. ft., From 550 - 2543 sq. ft.,1 - 4,1 - 5," 2,185 ",Commercial,N/A,From RM 880, Pahang
943,/property/klcc/the-avare/sale-7381784/,"The Avare, KL City Centre, KLCC",Condominium | EndLot  , 2600000,"Lorong Kuda off Jalan Tun Razak, KL City Centre, 50450, Kuala Lumpur", 3800 sq. ft., 3800 sq. ft.,4+1,5," 11,718 ",Condominium,Freehold,-, Kuala Lumpur
944,/property/petaling-jaya/sale-7670180/,"Section 6 Petaling Jaya, Petaling Jaya",Bungalow  , 1750000,"Section 6 Petaling Jaya, 46000, Selangor", 3500 sq. ft., 3500 sq. ft.,5+1,5," 7,887 ",Bungalow,Leasehold,-, Selangor
945,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8240721/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",Condominium  , 771200,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur", 1088 sq. ft., 1088 sq. ft.,3+1,3," 3,476 ",Condominium,Freehold,-, Kuala Lumpur
946,/new-property/property/bandar-puncak-alam/rentak-perdana-lbs-alam-perdana/new-5763/,Rentak Perdana @ LBS Alam Perdana,2 & 3 Sty Terrace/Link House  ,0,"LBS Alam Perdana, Bandar Puncak Alam, Selangor", 1420 sq. ft., 1420 sq. ft.,4,3," 2,343 ",Residential,N/A,Contact for price, Selangor
947,/property/cheras/casa-green-condominium/sale-5971101/,"Casa Green Condominium, Taman Seri Minang, Cheras",Condominium  , 648000,"Jalan Casa Green, Taman Seri Minang, 43200, Selangor", 1873 sq. ft., 1873 sq. ft.,4,3," 2,920 ",Condominium,Freehold,-, Selangor
948,/property/taman-tun-dr-ismail/sale-8340298/,"TTDI, Taman Tun Dr Ismail",1-sty Terrace/Link House | Corner  , 2100000,"TTDI, 60000, Kuala Lumpur", 1800 sq. ft., 1800 sq. ft.,3,2," 9,464 ",1-sty Terrace/Link House,Freehold,-, Kuala Lumpur
949,/property/taman-tun-dr-ismail/sale-8339854/,"TTDI, Taman Tun Dr Ismail",2-sty Terrace/Link House | Intermediate  , 1600000,"TTDI, 60000, Kuala Lumpur", 2000 sq. ft., 2000 sq. ft.,3+1,3," 7,211 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
950,/new-property/property/batu-pahat/royal-garden/new-4966/,Royal Garden,Semi-detached House  ,0,"Bandar Putera Indah, Batu Pahat, Johor", Up to 3290 sq. ft., Up to 3290 sq. ft.,5+,5," 2,830 ",Residential,N/A,Contact for price, Johor
951,/property/taman-tun-dr-ismail/sale-8334712/,"TTDI, Taman Tun Dr Ismail",2-sty Terrace/Link House | EndLot  , 1750000,"TTDI, 60000, Kuala Lumpur", 2000 sq. ft., 2000 sq. ft.,3+1,3," 7,887 ",2-sty Terrace/Link House,Freehold,-, Kuala Lumpur
952,/property/bangsar/sale-8200033/,"Lucky Garden, Bangsar",1-sty Terrace/Link House | Intermediate  , 1300000,"Lucky Garden, 59100, Kuala Lumpur", 1400 sq. ft., 1400 sq. ft.,4,3," 5,859 ",1-sty Terrace/Link House,Freehold,-, Kuala Lumpur
953,/property/bandar-utama/sale-8187514/,"Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1300000,"Bandar Utama, Petaling Jaya, 47800, Selangor", 1900 sq. ft., 1900 sq. ft.,3+1,3," 5,859 ",2-sty Terrace/Link House,Freehold,-, Selangor
954,/property/damansara-kim/sale-8141332/,"Petaling Jaya, Damansara Kim",2-sty Terrace/Link House | Corner  , 1850000,"Petaling Jaya, 47400, Selangor", 2200 sq. ft., 2200 sq. ft.,3+2,3," 8,338 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
955,/property/damansara-jaya/sale-7820750/,"Petaling Jaya, Damansara Jaya",2-sty Terrace/Link House | Intermediate  , 1400000,"Jln SS22/29, Damansara Jaya, Petaling Jaya, 47400, Selangor", 1900 sq. ft., 1900 sq. ft.,3+1,3," 6,310 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
956,/property/damansara-kim/sale-7686364/,"Petaling Jaya, Damansara Kim",2-sty Terrace/Link House | Corner  , 1800000,"Petaling Jaya, 47400, Selangor", 2200 sq. ft., 2200 sq. ft.,4,3," 8,112 ",2-sty Terrace/Link House,Freehold,-, Selangor
957,/property/damansara-utama/sale-7040078/,"Jalan SS21/36, Petaling Jaya, Damansara Utama",2-sty Terrace/Link House | Intermediate  , 1000000,"Damansara Utama, Jalan SS21/36, Petaling Jaya, 47400, Selangor", 1800 sq. ft., 1800 sq. ft.,3+1,3," 4,507 ",2-sty Terrace/Link House,Freehold,-, Selangor
958,/property/bandar-utama/sale-6951255/,"Jln BU7/4, Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1290000,"Bandar Utama, Jln BU7/4, Petaling Jaya, 47800, Selangor", 2200 sq. ft., 2200 sq. ft.,3+1,3," 5,814 ",2-sty Terrace/Link House,Freehold,Owner Occupied, Selangor
959,/property/puchong/ohako/sale-8271864/,"Ohako, Bandar Puchong Jaya, Puchong",Serviced Residence | Intermediate  , 500000,"Jalan Merbuk, Bandar Puchong Jaya, 47100, Selangor", 1002 sq. ft., 1002 sq. ft.,3,2," 2,253 ",Serviced Residence,Freehold,-, Selangor
960,/property/puchong/ohako/sale-8271747/,"Ohako, Bandar Puchong Jaya, Puchong",Serviced Residence | Corner  , 490000,"Jalan Merbuk, Bandar Puchong Jaya, 47100, Selangor", 815 sq. ft., 815 sq. ft.,2,2," 2,208 ",Serviced Residence,Freehold,-, Selangor
961,/property/ss-2/sale-7929081/,"SS2, Petaling Jaya, SS2",2-sty Terrace/Link House | EndLot  , 1250000,"SS2, Petaling Jaya, Selangor", -, -,3+1,3," 5,634 ",2-sty Terrace/Link House,Freehold,-, Selangor
962,/property/damansara-heights/sale-7663819/,"Dungun, Bruas, Bukit Damansara, KL, Damansara Heights",Bungalow | Corner  , 6300000,"Dungun, Bruas, Bukit Damansara, KL, 50490, Kuala Lumpur", 7000 sq. ft., 7000 sq. ft.,6+1,7," 28,393 ",Bungalow,Freehold,-, Kuala Lumpur
963,/new-property/property/bandar-puncak-alam/simfoni-perdana-lbs-alam-perdana/new-5544/,Simfoni Perdana @ LBS Alam Perdana,Townhouse  ,0,"LBS Alam Perdana, Bandar Puncak Alam, Selangor", From 1191 - 1308 sq. ft., From 1191 - 1308 sq. ft.,3 - 4,2," 1,839 ",Residential,N/A,From RM 297, Selangor
964,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-8061024/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",Condominium | Intermediate  , 450096,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur", 907 sq. ft., 907 sq. ft.,3,2," 2,029 ",Condominium,Leasehold,-, Kuala Lumpur
965,/property/bangsar/serai/sale-6638878/,"Serai, Bukit Bandaraya, Bangsar",Condominium  , 7150000,"Jalan Medang Serai, Bukit Bandaraya, 59100, Kuala Lumpur", 4771 sq. ft., 4771 sq. ft.,4+1,6," 32,224 ",Condominium,Freehold,-, Kuala Lumpur
966,/new-property/property/puchong/skyvilla/new-5760/,Skyvilla,Condominium  ,0,"D' Island Residence, Puchong, Selangor", From 1026 - 1218 sq. ft., From 1026 - 1218 sq. ft.,3,2," 3,109 ",Residential,N/A,From RM 672 - RM 703, Selangor
967,/property/bangsar/serai/sale-6638817/,"Serai, Bukit Bandaraya, Bangsar",Condominium  , 10200000,"Jalan Medang Serai, Bukit Bandaraya, 59100, Kuala Lumpur", 6913 sq. ft., 6913 sq. ft.,6+1,7," 45,970 ",Condominium,Freehold,-, Kuala Lumpur
968,/property/jitra/sale-8128952/,Jitra,Bungalow  , 2280000,"jitra, Kedah", 5083 sq. ft., 5083 sq. ft.,6,7," 10,276 ",Bungalow,-,-, Kedah
969,/property/desa-park-city/sale-7526644/,"The Mansions Desa ParkCity, Desa ParkCity",2.5-sty Terrace/Link House  , 4200000,"The Mansions Desa ParkCity, 52200, Kuala Lumpur", 4376 sq. ft., 4376 sq. ft.,3+2,6," 18,929 ",2.5-sty Terrace/Link House,-,-, Kuala Lumpur
970,/new-property/property/cameron-highlands/somer-mansion/new-5773/,Somer Mansion,Bungalow  ,0,"Cameron Golden Hills, Cameron Highlands, Pahang", From 4486 - 30482 sq. ft., From 4486 - 30482 sq. ft.,0,0," 3,639 ",Residential,N/A,Contact for price, Pahang
971,/property/damansara-heights/sale-8425215/,"Jalan SetiaRasa, Bukit Damansara, KL, Damansara Heights",Bungalow  , 9500000,"Jalan SetiaRasa, Damansara Heights, Bukit Damansara, Jalan SetiaRasa, Bukit Damansara, KL, Kuala Lumpur", 11745 sq. ft., 11745 sq. ft.,7+,11," 42,815 ",Bungalow,Freehold,-, Kuala Lumpur
972,/property/bangsar/sri-bayu/sale-6278067/,"Sri Bayu, Bukit Bandaraya, Bangsar",Condominium | Corner  , 970000,"Jalan Medang Tanduk, Bukit Bandaraya, 59100, Kuala Lumpur", 2000 sq. ft., 2000 sq. ft.,3,3," 4,372 ",Condominium,Freehold,-, Kuala Lumpur
973,/property/iskandar-puteri-nusajaya/sale-7979398/,"Horizon Hills, Semi-D F.Furnished with Pool, Iskandar Puteri (Nusajaya)",Semi-detached House  , 1980000,"Horizon Hills, Semi-D F.Furnished with Pool, 79100, Johor", 3860 sq. ft., 3860 sq. ft.,4+1,6," 8,924 ",Semi-detached House,Freehold,Owner Occupied, Johor
974,/new-property/property/cameron-highlands/vines-2/new-5468/,Vines 2,2-sty Terrace/Link House  ,0,"Cameron Golden Hills, Cameron Highlands, Pahang", From 1599 - 1732 sq. ft., From 1599 - 1732 sq. ft.,4,3," 3,384 ",Residential,N/A,Contact for price, Pahang
975,/property/setiawangsa/kaleidoscope-residensi-setiawangsa/sale-7904468/,"Kaleidoscope (Residensi Setiawangsa), Setiawangsa",Condominium | Corner  , 699000,"Off Jalan 1/56, Setiawangsa 54200 Kuala Lumpur, Setiawangsa, 54200, Kuala Lumpur", 1257 sq. ft., 1257 sq. ft.,3,2," 3,150 ",Condominium,-,-, Kuala Lumpur
976,/property/taman-desa/the-hipster/sale-8320591/,"The Hipster, Taman Desa",Condominium  , 388000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur", 921 sq. ft., 921 sq. ft.,3,2," 1,749 ",Condominium,-,-, Kuala Lumpur
977,/property/taman-desa/the-hipster/sale-8150460/,"The Hipster, Taman Desa",Condominium  , 380000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur", 1824 sq. ft., 1824 sq. ft.,4+1,5," 1,713 ",Condominium,-,-, Kuala Lumpur
978,/property/taman-desa/the-hipster/sale-8150444/,"The Hipster, Taman Desa",Condominium  , 388000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur", 921 sq. ft., 921 sq. ft.,3,2," 1,749 ",Condominium,-,-, Kuala Lumpur
979,/property/klcc/axon/sale-8003490/,"Axon, KLCC",Serviced Residence  , 645000,"Lorong Walter Grenier, KLCC, 55100, Kuala Lumpur", 450 sq. ft., 450 sq. ft.,Studio,1," 2,907 ",Serviced Residence,-,-, Kuala Lumpur
980,/property/klcc/the-pearl-klcc/sale-8052724/,"The Pearl KLCC, KL, KLCC",Condominium | Penthouse  , 15290000,"Jalan Stonor, KL, 50088, Kuala Lumpur", 11000 sq. ft., 11000 sq. ft.,6+1,6," 68,910 ",Condominium,Freehold,-, Kuala Lumpur
